entity_id,entity_type,name,image_url
11649,producer,Flex Comix,
11650,producer,Fields,
11651,character,Lee,https://cdn.myanimelist.net/images/characters/12/97483.jpg
11652,staff,"Ookawara, Takeshi",
11653,character,Mumei,https://cdn.myanimelist.net/images/characters/8/302922.jpg
11654,character,Ikoma,https://cdn.myanimelist.net/images/characters/8/302906.jpg
11655,character,Yukina,https://cdn.myanimelist.net/images/characters/2/302917.jpg
11656,character,Kurusu,https://cdn.myanimelist.net/images/characters/11/302920.jpg
11657,voice_actor,"Powers, Maxwell",https://cdn.myanimelist.net/images/voiceactors/2/44366.jpg
11658,character,"Yomogawa, Ayame",https://cdn.myanimelist.net/images/characters/12/302928.jpg
11659,character,Sukari,https://cdn.myanimelist.net/images/characters/13/302909.jpg
11660,character,Kajika,https://cdn.myanimelist.net/images/characters/7/302918.jpg
11661,voice_actor,"Oki, Kanae",https://cdn.myanimelist.net/images/voiceactors/1/12256.jpg
11662,character,Takumi,https://cdn.myanimelist.net/images/characters/14/302919.jpg
11663,character,Kibito,https://cdn.myanimelist.net/images/characters/2/302908.jpg
11664,voice_actor,"Satou, Kensuke",https://cdn.myanimelist.net/images/voiceactors/1/71376.jpg
11665,studio,dwarf,
11666,character,Koduck,https://cdn.myanimelist.net/images/characters/3/497610.jpg
11667,voice_actor,"Kousaka, Hiroshi",https://cdn.myanimelist.net/images/voiceactors/1/84831.jpg
11668,character,Watanabe,https://cdn.myanimelist.net/images/characters/6/531988.jpg
11669,voice_actor,"Takemura, Yoshiko",https://cdn.myanimelist.net/images/voiceactors/3/9163.jpg
11670,character,Alisa,https://cdn.myanimelist.net/images/characters/3/531987.jpg
11671,character,Tyler,https://cdn.myanimelist.net/images/characters/14/531986.jpg
11672,voice_actor,"Okuno, Eita",https://cdn.myanimelist.net/images/questionmark_23.jpg
11673,character,Kabigon,https://cdn.myanimelist.net/images/characters/16/497183.jpg
11674,character,Upah,https://cdn.myanimelist.net/images/characters/8/484755.jpg
11675,staff,"Ogawa, Iku",
11676,staff,"Doki, Harumi",
11677,staff,"Takeuchi, Mariya",
11678,staff,"McGlynn, Mary Elizabeth",
11679,character,Delilah,https://cdn.myanimelist.net/images/characters/11/292070.jpg
11680,character,"Link, Howard",https://cdn.myanimelist.net/images/characters/13/63774.jpg
11681,voice_actor,"Kondou, Yui",https://cdn.myanimelist.net/images/voiceactors/1/45686.jpg
11682,staff,"Nabeiwa, Akiko",
11683,character,"Fang, Li Ren",https://cdn.myanimelist.net/images/characters/15/111680.jpg
11684,character,"Ivan Di Raginei, Rumaty",https://cdn.myanimelist.net/images/characters/8/111682.jpg
11685,character,"Kugami Burnsworth, Kajika Louisa",https://cdn.myanimelist.net/images/characters/15/178161.jpg
11686,character,"Volkan, Eugene Alexandre de",https://cdn.myanimelist.net/images/characters/10/49072.jpg
11687,character,"Rosenthal, Carl",https://cdn.myanimelist.net/images/characters/15/100805.jpg
11688,character,"Hafez, Quinza",https://cdn.myanimelist.net/images/characters/14/52708.jpg
11689,character,"Sheik Di Raginei, Mahaty",https://cdn.myanimelist.net/images/characters/13/55374.jpg
11690,character,"Burnsworth, Harry",https://cdn.myanimelist.net/images/characters/8/77909.jpg
11691,character,"Neuei, Isaac",https://cdn.myanimelist.net/images/characters/13/69523.jpg
11692,character,"Haga, Toranosuke V.",https://cdn.myanimelist.net/images/characters/5/452142.jpg
11693,staff,"Satou, Mitsutoshi",
11694,producer,Aoni Production,
11695,character,Koto,https://cdn.myanimelist.net/images/characters/7/276022.jpg
11696,character,Myoue,https://cdn.myanimelist.net/images/characters/9/146073.jpg
11697,character,Inari,https://cdn.myanimelist.net/images/characters/4/182071.jpg
11698,character,"Yase, Douji",https://cdn.myanimelist.net/images/characters/10/341405.jpg
11699,character,Shouko,https://cdn.myanimelist.net/images/characters/9/228753.jpg
11700,character,Un,https://cdn.myanimelist.net/images/characters/2/341055.jpg
11701,character,A,https://cdn.myanimelist.net/images/characters/2/341056.jpg
11702,character,Hachiman,https://cdn.myanimelist.net/images/characters/3/348544.jpg
11703,staff,"Matsumoto, Rie",
11704,character,Bully,https://cdn.myanimelist.net/images/characters/5/598563.jpg
11705,character,"Chang, Shengyun",https://cdn.myanimelist.net/images/characters/9/598219.jpg
11706,character,"Yuanshi, Tianzun",https://cdn.myanimelist.net/images/characters/16/598218.jpg
11707,character,"Li, Jing",https://cdn.myanimelist.net/images/characters/15/582767.jpg
11708,studio,GARDEN Culture,
11709,character,"Lu, Mingfei",https://cdn.myanimelist.net/images/characters/10/547629.jpg
11710,character,"Lu, Mingze",https://cdn.myanimelist.net/images/characters/16/488213.jpg
11711,character,"Chu, Zihang",https://cdn.myanimelist.net/images/characters/11/547628.jpg
11712,character,"Chen, Motong",https://cdn.myanimelist.net/images/characters/2/488212.jpg
11713,character,Zero,https://cdn.myanimelist.net/images/characters/8/489524.jpg
11714,character,"Sakatoku, Mai",https://cdn.myanimelist.net/images/characters/7/491664.jpg
11715,character,"Von Frings, Finger",https://cdn.myanimelist.net/images/characters/7/488215.jpg
11716,character,"Gattuso, Cesar",https://cdn.myanimelist.net/images/characters/13/488214.jpg
11717,character,"Anjou, Hilbert Ron",https://cdn.myanimelist.net/images/characters/14/491665.jpg
11718,character,Xia Mi,https://cdn.myanimelist.net/images/characters/12/586911.jpg
11719,staff,"Wang, Xin",
11720,staff,ASCA,
11721,staff,"Sagisu, Shirou",
11722,staff,Oh! Great,
11723,studio,Studio Moriken,
11724,character,"Finger, Pieck",https://cdn.myanimelist.net/images/characters/4/425880.jpg
11725,staff,"Isayama, Hajime",
11726,staff,"Imai, Arifumi",
11727,staff,"Yamamoto, Kohta",
11728,character,"Goldsmith, Ryan",https://cdn.myanimelist.net/images/characters/11/482819.jpg
11729,staff,UNISON SQUARE GARDEN,
11730,staff,NOVELS,
11731,character,Yamabuki Otome,https://cdn.myanimelist.net/images/characters/6/146725.jpg
11732,character,Natto Kozou,https://cdn.myanimelist.net/images/characters/14/94978.jpg
11733,character,"Oikawa, Setsura",https://cdn.myanimelist.net/images/characters/3/124807.jpg
11734,character,Kejourou,https://cdn.myanimelist.net/images/characters/12/94360.jpg
11735,staff,LM.C,
11736,staff,"Inai, Keiji",
11737,staff,"Shiibashi, Hiroshi",
11738,character,"Sugawara, Mangi",https://cdn.myanimelist.net/images/characters/5/372503.jpg
11739,character,"Motomura, Hiroki",https://cdn.myanimelist.net/images/characters/2/454027.jpg
11740,character,"Cuvie, Chirico",https://cdn.myanimelist.net/images/characters/16/302373.jpg
11741,character,Fyana,https://cdn.myanimelist.net/images/characters/5/215921.jpg
11742,voice_actor,"Yanaga, Kazuko",https://cdn.myanimelist.net/images/voiceactors/2/66346.jpg
11743,character,"Vartla, Coconna",https://cdn.myanimelist.net/images/characters/6/77315.jpg
11744,voice_actor,"Kawanami, Yoko",https://cdn.myanimelist.net/images/voiceactors/3/26917.jpg
11745,character,"Rochina, Jean Paul",https://cdn.myanimelist.net/images/characters/4/216017.jpg
11746,character,"Vartla, Vanilla",https://cdn.myanimelist.net/images/characters/4/77310.jpg
11747,character,"Gotho, Bouleuse",https://cdn.myanimelist.net/images/characters/16/77311.jpg
11748,character,Ypsilon,https://cdn.myanimelist.net/images/characters/6/216119.jpg
11749,voice_actor,"Kami, Kyounosuke",https://cdn.myanimelist.net/images/voiceactors/2/43847.jpg
11750,character,"Yu, Kan",https://cdn.myanimelist.net/images/characters/10/245695.jpg
11751,character,"Potaria, Pol",https://cdn.myanimelist.net/images/characters/3/117709.jpg
11752,character,"Borough, Serge",https://cdn.myanimelist.net/images/characters/9/216117.jpg
11753,staff,"Takahashi, Ryousuke",
11754,staff,"Yatabe, Katsuyoshi",
11755,character,"Tokido, Saya",https://cdn.myanimelist.net/images/characters/14/229695.jpg
11756,character,"Futaki, Kanata",https://cdn.myanimelist.net/images/characters/8/212731.jpg
11757,character,"Sasasegawa, Sasami",https://cdn.myanimelist.net/images/characters/6/243597.jpg
11758,staff,"Suzuki, Kentarou",
11759,staff,"Hashimoto, Toshikazu",
11760,producer,Production Ace,
11761,character,"Nota Seniorious, Chtholly",https://cdn.myanimelist.net/images/characters/16/327407.jpg
11762,character,"Kmetsch, Willem",https://cdn.myanimelist.net/images/characters/4/327406.jpg
11763,character,"Ruq Insania, Nephren",https://cdn.myanimelist.net/images/characters/14/327409.jpg
11764,voice_actor,"Uehara, Akari",https://cdn.myanimelist.net/images/voiceactors/3/46192.jpg
11765,character,"Myse Valgulious, Ithea",https://cdn.myanimelist.net/images/characters/14/327408.jpg
11766,character,"Ytri Historia, Rhantolk",https://cdn.myanimelist.net/images/characters/13/327410.jpg
11767,voice_actor,"Aranami, Kazusa",https://cdn.myanimelist.net/images/voiceactors/2/44229.jpg
11768,character,"Hrqstn, Elq",https://cdn.myanimelist.net/images/characters/11/329892.jpg
11769,voice_actor,"Okada, Hikari",https://cdn.myanimelist.net/images/voiceactors/1/48515.jpg
11770,character,Nygglatho,https://cdn.myanimelist.net/images/characters/2/327417.jpg
11771,character,"Asplay, Lillia",https://cdn.myanimelist.net/images/characters/10/327422.jpg
11772,character,"Nox Katena, Pannibal",https://cdn.myanimelist.net/images/characters/11/327413.jpg
11773,character,"Rin Purgatrio, Collon",https://cdn.myanimelist.net/images/characters/5/327415.jpg
11774,staff,"Wada, Junichi",
11775,staff,"Anzai, Takefumi",
11776,character,"Capricorn, Shura",https://cdn.myanimelist.net/images/characters/14/290896.jpg
11777,staff,"Matsuzawa, Yumi",
11778,staff,"Kurumada, Masami",
11779,staff,"Baroli, Hermes",
11780,studio,studio MOTHER,
11781,producer,REMOW,
11782,producer,Shueisha DeNA Projects,
11783,character,"Sena, Ajisai",https://cdn.myanimelist.net/images/characters/7/589548.jpg
11784,voice_actor,"Anzai, Yukari",https://cdn.myanimelist.net/images/voiceactors/1/53709.jpg
11785,character,"Amaori, Renako",https://cdn.myanimelist.net/images/characters/15/589550.jpg
11786,character,"Koto, Satsuki",https://cdn.myanimelist.net/images/characters/6/568904.jpg
11787,character,"Ouzuka, Mai",https://cdn.myanimelist.net/images/characters/10/589549.jpg
11788,character,"Koyanagi, Kaho",https://cdn.myanimelist.net/images/characters/2/568902.jpg
11789,character,"Amaori, Haruna",https://cdn.myanimelist.net/images/characters/7/601814.jpg
11790,voice_actor,"Sagara, Mayu",https://cdn.myanimelist.net/images/voiceactors/3/81477.jpg
11791,character,Satsuki's Mother,https://cdn.myanimelist.net/images/characters/5/601816.jpg
11792,character,Renako's Mother,https://cdn.myanimelist.net/images/characters/10/599204.jpg
11793,character,"Hanatori, Hitoe",https://cdn.myanimelist.net/images/characters/6/605707.jpg
11794,character,"Hirosaki, Michiru",https://cdn.myanimelist.net/images/characters/13/606616.jpg
11795,staff,"Konaka, Shouhei",
11796,staff,"Kurohiji, Hayato",
11797,staff,"Ishida, Manami",
11798,character,"Toujima, Tanzaburou",https://cdn.myanimelist.net/images/characters/13/586628.jpg
11799,character,"Okada, Yuriko",https://cdn.myanimelist.net/images/characters/4/607903.jpg
11800,character,"Shimamura, Mitsuba",https://cdn.myanimelist.net/images/characters/12/598804.jpg
11801,character,"Shimamura, Ichiyou",https://cdn.myanimelist.net/images/characters/9/598805.jpg
11802,character,"Hongou, Takeshi",https://cdn.myanimelist.net/images/characters/12/23080.jpg
11803,voice_actor,"Fujioka, Hiroshi",https://cdn.myanimelist.net/images/voiceactors/2/87009.jpg
11804,character,"Jou, Shigeru",https://cdn.myanimelist.net/images/characters/6/437897.jpg
11805,character,"Kazami, Shirou",https://cdn.myanimelist.net/images/characters/7/111949.jpg
11806,voice_actor,"Miyauchi, Hiroshi",https://cdn.myanimelist.net/images/voiceactors/1/87130.jpg
11807,character,Yukarisu,https://cdn.myanimelist.net/images/characters/4/598807.jpg
11808,character,"Yuuki, Jouji",https://cdn.myanimelist.net/images/characters/5/613286.jpg
11809,character,"Nakao, Hachirou",https://cdn.myanimelist.net/images/characters/4/606722.jpg
11810,staff,"Hashimoto, Kyouka",
11811,staff,"Ooto, Kanichi",
11812,staff,"Yokota, Kousuke",
11813,character,"Ashimori, Shion",https://cdn.myanimelist.net/images/characters/4/438854.jpg
11814,voice_actor,"Tsuchiya, Tao",https://cdn.myanimelist.net/images/voiceactors/2/42749.jpg
11815,character,"Amano, Satomi",https://cdn.myanimelist.net/images/characters/15/438853.jpg
11816,voice_actor,"Fukuhara, Haruka",https://cdn.myanimelist.net/images/voiceactors/3/49882.jpg
11817,character,"Suzaki, Touma",https://cdn.myanimelist.net/images/characters/7/438852.jpg
11818,voice_actor,"Endou, Asuka",https://cdn.myanimelist.net/images/voiceactors/2/63102.jpg
11819,character,"Sugiyama, Kouichirou",https://cdn.myanimelist.net/images/characters/8/438855.jpg
11820,character,"Gotou, Sadayuki",https://cdn.myanimelist.net/images/characters/5/438857.jpg
11821,character,"Satou, Aya",https://cdn.myanimelist.net/images/characters/10/438856.jpg
11822,character,Kaichou,https://cdn.myanimelist.net/images/characters/16/590365.jpg
11823,character,Saijou,https://cdn.myanimelist.net/images/characters/6/472745.jpg
11824,character,Nomiyama,https://cdn.myanimelist.net/images/characters/15/522722.jpg
11825,character,Yoshida,https://cdn.myanimelist.net/images/characters/9/590362.jpg
11826,character,"Crewe, Sara",https://cdn.myanimelist.net/images/characters/15/347634.jpg
11827,character,Becky,https://cdn.myanimelist.net/images/characters/11/121318.jpg
11828,character,Peter,https://cdn.myanimelist.net/images/characters/9/121317.jpg
11829,character,"Doll, Emily",https://cdn.myanimelist.net/images/characters/12/255297.jpg
11830,character,"Minchin, Maria",https://cdn.myanimelist.net/images/characters/14/36682.jpg
11831,character,"Minchin, Amelia",https://cdn.myanimelist.net/images/characters/16/18173.jpg
11832,voice_actor,"Nashiwa, Yuri",https://cdn.myanimelist.net/images/voiceactors/1/10566.jpg
11833,character,"Legh, Lottie",https://cdn.myanimelist.net/images/characters/9/121315.jpg
11834,character,"St. John, Ermengarde",https://cdn.myanimelist.net/images/characters/5/121316.jpg
11835,voice_actor,"Yaosaka, Maki",https://cdn.myanimelist.net/images/questionmark_23.jpg
11836,character,"Chrisford, Tom",https://cdn.myanimelist.net/images/characters/7/549766.jpg
11837,character,Clothes Shop Owner,https://cdn.myanimelist.net/images/characters/14/548547.jpg
11838,staff,"Kurokawa, Fumio",
11839,staff,"Hanai, Shinya",
11840,staff,"Nakanishi, Ryuuzou",
11841,staff,"Kamata, Hidemi",
11842,staff,"Umetsu, Tomomi",
11843,staff,Poppin'Party,
11844,staff,"Aiba, Aina",
11845,character,"Kanzaki, Kenta",https://cdn.myanimelist.net/images/characters/2/533898.jpg
11846,character,"Ichikawa, Yumiko",https://cdn.myanimelist.net/images/characters/6/533895.jpg
11847,character,Miime,https://cdn.myanimelist.net/images/characters/12/110693.jpg
11848,character,"Yuki, Kei",https://cdn.myanimelist.net/images/characters/16/110690.jpg
11849,character,"Daiba, Tadashi",https://cdn.myanimelist.net/images/characters/10/357601.jpg
11850,character,"Ooyama, Tochirou",https://cdn.myanimelist.net/images/characters/10/357787.jpg
11851,character,Rafflesia,https://cdn.myanimelist.net/images/characters/13/331810.jpg
11852,character,Shiraku,https://cdn.myanimelist.net/images/characters/5/82084.jpg
11853,character,"Ooyama, Mayu",https://cdn.myanimelist.net/images/characters/10/357600.jpg
11854,character,Yattaran,https://cdn.myanimelist.net/images/characters/9/110694.jpg
11855,staff,Rintarou,
11856,staff,"Ozeki, Masayuki",
11857,staff,"Akehi, Masayuki",
11858,staff,"Gatineau, Michel",
11859,voice_actor,"Oikawa, Mitsuhiro",https://cdn.myanimelist.net/images/voiceactors/3/12410.jpg
11860,character,"Saionji, Kyouichi",https://cdn.myanimelist.net/images/characters/1/755.jpg
11861,character,"Matsuoka, Miu",https://cdn.myanimelist.net/images/characters/16/38347.jpg
11862,character,"Itou, Nobue",https://cdn.myanimelist.net/images/characters/14/38346.jpg
11863,character,"Sakuragi, Matsuri",https://cdn.myanimelist.net/images/characters/10/82296.jpg
11864,character,"Itou, Chika",https://cdn.myanimelist.net/images/characters/12/38348.jpg
11865,character,"Coppola, Ana",https://cdn.myanimelist.net/images/characters/8/82287.jpg
11866,character,Sasazuka,https://cdn.myanimelist.net/images/characters/12/68751.jpg
11867,character,Akifumi,https://cdn.myanimelist.net/images/characters/4/524945.jpg
11868,character,6-2 no Tannin,https://cdn.myanimelist.net/images/characters/12/524953.jpg
11869,staff,"Nishioka, Daisuke",
11870,staff,"Saitou, Yasuo",
11871,staff,"Morita, Kouri",
11872,staff,"Ogawa, Hitomi",
11873,staff,"Hachimori, Yuuka",
11874,character,Kaguya,https://cdn.myanimelist.net/images/characters/13/103011.jpg
11875,voice_actor,"Harada, Mieko",https://cdn.myanimelist.net/images/voiceactors/2/9663.jpg
11876,producer,Romantica club !!,
11877,character,"Takahashi, Misaki",https://cdn.myanimelist.net/images/characters/11/132677.jpg
11878,character,"Kamijou, Hiroki",https://cdn.myanimelist.net/images/characters/4/51941.jpg
11879,character,"Kusama, Nowaki",https://cdn.myanimelist.net/images/characters/3/58333.jpg
11880,character,"Takatsuki, Shinobu",https://cdn.myanimelist.net/images/characters/13/58334.jpg
11881,character,"Miyagi, You",https://cdn.myanimelist.net/images/characters/15/44136.jpg
11882,character,"Isaka, Ryuuichirou",https://cdn.myanimelist.net/images/characters/10/128413.jpg
11883,character,"Ijuuin, Kyou",https://cdn.myanimelist.net/images/characters/15/287361.jpg
11884,character,"Aikawa, Eri",https://cdn.myanimelist.net/images/characters/11/287362.jpg
11885,character,"Asahina, Kaoru",https://cdn.myanimelist.net/images/characters/11/471898.jpg
11886,character,Mama,https://cdn.myanimelist.net/images/characters/10/144967.jpg
11887,character,Veterinarian,https://cdn.myanimelist.net/images/characters/6/355811.jpg
11888,character,Kuroino's Owner,https://cdn.myanimelist.net/images/characters/2/355809.jpg
11889,character,Juri,https://cdn.myanimelist.net/images/characters/8/211923.jpg
11890,voice_actor,"Sato, Ikumi",https://cdn.myanimelist.net/images/voiceactors/2/36009.jpg
11891,staff,"Murayama, Takashi",
11892,staff,"Komori, Kenichi",
11893,character,"Takahashi, Takahiro",https://cdn.myanimelist.net/images/characters/12/44383.jpg
11894,staff,Fo'xTails,
11895,staff,MOKA☆,
11896,character,"Pei, Qian",https://cdn.myanimelist.net/images/characters/14/542641.jpg
11897,character,"Ma, Yang",https://cdn.myanimelist.net/images/characters/3/545558.jpg
11898,character,Fortune Conversion System,https://cdn.myanimelist.net/images/characters/2/545590.jpg
11899,character,"Ruan, Guangjian",https://cdn.myanimelist.net/images/characters/16/545860.jpg
11900,character,"Bao, Xu",https://cdn.myanimelist.net/images/characters/3/542643.jpg
11901,character,"Huang, Sibo",https://cdn.myanimelist.net/images/characters/7/542642.jpg
11902,character,"Lin, Wan",https://cdn.myanimelist.net/images/characters/5/541827.jpg
11903,character,"Xin, Hailu",https://cdn.myanimelist.net/images/characters/8/541828.jpg
11904,staff,"Hou, Xiaonan",
11905,character,"Harada, Sanosuke",https://cdn.myanimelist.net/images/characters/5/142163.jpg
11906,character,"Toudou, Heisuke",https://cdn.myanimelist.net/images/characters/2/111691.jpg
11907,character,"Yukimura, Chizuru",https://cdn.myanimelist.net/images/characters/2/565640.jpg
11908,character,"Nagakura, Shinpachi",https://cdn.myanimelist.net/images/characters/10/93419.jpg
11909,voice_actor,"Tsuboi, Tomohiro",https://cdn.myanimelist.net/images/voiceactors/2/23951.jpg
11910,character,"Kazama, Chikage",https://cdn.myanimelist.net/images/characters/4/82576.jpg
11911,character,"Sannan, Keisuke",https://cdn.myanimelist.net/images/characters/10/565363.jpg
11912,character,"Ibuki, Ryunosuke",https://cdn.myanimelist.net/images/characters/9/166823.jpg
11913,staff,"Nakayama, Naoya",
11914,character,Peebles,https://cdn.myanimelist.net/images/characters/5/597650.jpg
11915,voice_actor,"Miyadera, Tomoko",https://cdn.myanimelist.net/images/voiceactors/2/84803.jpg
11916,character,"Hoshino, Kouzou",https://cdn.myanimelist.net/images/characters/11/100848.jpg
11917,character,"Joushima, Toshiya",https://cdn.myanimelist.net/images/characters/7/370273.jpg
11918,staff,"Tsuchiya, Keiichi",
11919,staff,"Rodgers, Dave",
11920,character,"Tsukuyomi, Giselle",https://cdn.myanimelist.net/images/characters/12/298495.jpg
11921,character,"Li, Pai Long",https://cdn.myanimelist.net/images/characters/6/241807.jpg
11922,character,"Nang, Leiching",https://cdn.myanimelist.net/images/characters/15/363833.jpg
11923,character,"Onodera, Sorami",https://cdn.myanimelist.net/images/characters/10/363940.jpg
11924,character,"Hiiragi, Shinichirou",https://cdn.myanimelist.net/images/characters/11/363939.jpg
11925,staff,"Ikeda, Youko",
11926,character,"Hououmaru, Rei",https://cdn.myanimelist.net/images/characters/13/236439.jpg
11927,staff,"Tozaki, Natsuko",
11928,character,Kyunko,https://cdn.myanimelist.net/images/characters/8/506272.jpg
11929,staff,"Suzuki, Toshihiro",
11930,character,"Ookido, Shigeru",https://cdn.myanimelist.net/images/characters/12/258075.jpg
11931,staff,"Mori, Takemoto",
11932,staff,"Yoshikawa, Chouji",
11933,staff,"Igarashi, Tomoyuki",
11934,studio,Studio 3Hz,
11935,voice_actor,"Imamura, Ayaka",https://cdn.myanimelist.net/images/voiceactors/3/43074.jpg
11936,character,Julie,https://cdn.myanimelist.net/images/characters/13/340279.jpg
11937,character,"Anderson, Amy",https://cdn.myanimelist.net/images/characters/10/334330.jpg
11938,character,Marilla,https://cdn.myanimelist.net/images/characters/13/340277.jpg
11939,voice_actor,"Furukawa, Yurina",https://cdn.myanimelist.net/images/voiceactors/3/40177.jpg
11940,character,Prefect,https://cdn.myanimelist.net/images/characters/7/525489.jpg
11941,staff,"Maniwa, Kenzou",
11942,character,Medama Oyaji,https://cdn.myanimelist.net/images/characters/13/348982.jpg
11943,character,Kitarou,https://cdn.myanimelist.net/images/characters/13/386282.jpg
11944,character,Neko Musume,https://cdn.myanimelist.net/images/characters/12/364808.jpg
11945,voice_actor,"Shouji, Umeka",https://cdn.myanimelist.net/images/voiceactors/2/41901.jpg
11946,character,Nezumi Otoko,https://cdn.myanimelist.net/images/characters/2/373952.jpg
11947,character,"Ryuuga, Sayo",https://cdn.myanimelist.net/images/characters/11/547643.jpg
11948,character,"Ryuuga, Hinoe",https://cdn.myanimelist.net/images/questionmark_23.jpg
11949,character,"Ryuuga, Katsunori",https://cdn.myanimelist.net/images/characters/9/577056.jpg
11950,character,"Osada, Genji",https://cdn.myanimelist.net/images/characters/2/592059.jpg
11951,character,Mysterious Boy,https://cdn.myanimelist.net/images/questionmark_23.jpg
11952,staff,"Kishi, Honoka",
11953,staff,"Kido, Kouhei",
11954,character,Inertia,https://cdn.myanimelist.net/images/characters/8/211503.jpg
11955,staff,"Nakamura, Ryuutarou",
11956,character,"Tennouji, Rina",https://cdn.myanimelist.net/images/characters/3/421043.jpg
11957,voice_actor,"Tanaka, Chiemi",https://cdn.myanimelist.net/images/voiceactors/3/81060.jpg
11958,character,"Yuuki, Setsuna",https://cdn.myanimelist.net/images/characters/9/421041.jpg
11959,character,"Konoe, Kanata",https://cdn.myanimelist.net/images/characters/10/565836.jpg
11960,character,"Nakasu, Kasumi",https://cdn.myanimelist.net/images/characters/8/488261.jpg
11961,character,"Uehara, Ayumu",https://cdn.myanimelist.net/images/characters/6/396294.jpg
11962,voice_actor,"Onishi, Aguri",https://cdn.myanimelist.net/images/voiceactors/2/64269.jpg
11963,character,"Ousaka, Shizuku",https://cdn.myanimelist.net/images/characters/7/421048.jpg
11964,voice_actor,"Maeda, Kaori",https://cdn.myanimelist.net/images/voiceactors/3/64448.jpg
11965,character,"Takasaki, Yuu",https://cdn.myanimelist.net/images/characters/2/421049.jpg
11966,character,"Miyashita, Ai",https://cdn.myanimelist.net/images/characters/3/488246.jpg
11967,character,"Zhong, Lanzhu",https://cdn.myanimelist.net/images/characters/14/468504.jpg
11968,voice_actor,"Houmoto, Akina",https://cdn.myanimelist.net/images/voiceactors/3/78428.jpg
11969,character,"Asaka, Karin",https://cdn.myanimelist.net/images/characters/16/396297.jpg
11970,voice_actor,"Kubota, Miyu",https://cdn.myanimelist.net/images/voiceactors/2/80567.jpg
11971,staff,"Kimino, Sakurako",
11972,character,Shounen Bat,https://cdn.myanimelist.net/images/characters/8/61459.jpg
11973,character,"Sagi, Tsukiko",https://cdn.myanimelist.net/images/characters/13/61628.jpg
11974,character,"Ikari, Keiichi",https://cdn.myanimelist.net/images/characters/3/393381.jpg
11975,character,"Maniwa, Mitsuhiro",https://cdn.myanimelist.net/images/characters/7/61423.jpg
11976,character,Maromi,https://cdn.myanimelist.net/images/characters/15/61458.jpg
11977,character,"Chono, Harumi",https://cdn.myanimelist.net/images/characters/4/61424.jpg
11978,character,"Ikari, Misae",https://cdn.myanimelist.net/images/characters/4/23264.jpg
11979,character,"Taira, Yuichi",https://cdn.myanimelist.net/images/characters/15/393440.jpg
11980,character,Kamome,https://cdn.myanimelist.net/images/characters/16/26551.jpg
11981,staff,"Uda, Mitsuru",
11982,producer,KLab,
11983,character,"Hanafusa, Hajime",https://cdn.myanimelist.net/images/characters/10/347616.jpg
11984,character,Daru,https://cdn.myanimelist.net/images/characters/14/301558.jpg
11985,character,Miyu,https://cdn.myanimelist.net/images/characters/12/301559.jpg
11986,character,Chobi,https://cdn.myanimelist.net/images/characters/16/102639.jpg
11987,voice_actor,"Shinkai, Makoto",https://cdn.myanimelist.net/images/voiceactors/2/83945.jpg
11988,character,Tomoka,https://cdn.myanimelist.net/images/characters/7/300636.jpg
11989,character,Miyu's Mother,https://cdn.myanimelist.net/images/characters/4/354380.jpg
11990,staff,"Lauda, Brittany",
11991,staff,"Sakamoto, Kazuya",
11992,character,Rilakkuma,https://cdn.myanimelist.net/images/characters/8/383141.jpg
11993,character,Korilakkuma,https://cdn.myanimelist.net/images/characters/2/406170.jpg
11994,character,Kiiroitori,https://cdn.myanimelist.net/images/characters/5/406171.jpg
11995,voice_actor,"Tabe, Mikako",https://cdn.myanimelist.net/images/voiceactors/3/60989.jpg
11996,character,Sayu,https://cdn.myanimelist.net/images/characters/2/408155.jpg
11997,character,Tokio,https://cdn.myanimelist.net/images/characters/9/378992.jpg
11998,staff,"Kobayashi, Masahito",
11999,staff,Quruli,
12000,staff,"Lee, Wendee",
12001,staff,"Shinohara, Kenta",
12002,character,"Angelloni, Luca",https://cdn.myanimelist.net/images/characters/4/98645.jpg
12003,character,"Glass, Catherine",https://cdn.myanimelist.net/images/characters/14/48690.jpg
12004,character,"Glass, Howard",https://cdn.myanimelist.net/images/characters/4/54382.jpg
12005,staff,"Kanno, Yoko",
12006,producer,Overlap,
12007,producer,Nelke Planning,
12008,producer,APDREAM,
12009,staff,"Iwasaki, Atsushi",
12010,character,Cobra,https://cdn.myanimelist.net/images/characters/3/165345.jpg
12011,character,"Armaroid, Lady",https://cdn.myanimelist.net/images/characters/13/265387.jpg
12012,character,Crystal Bowie,https://cdn.myanimelist.net/images/characters/10/170811.jpg
12013,character,"Rodock, Lucia",https://cdn.myanimelist.net/images/characters/5/254507.jpg
12014,character,Duck,https://cdn.myanimelist.net/images/characters/8/255507.jpg
12015,character,Doug,https://cdn.myanimelist.net/images/characters/6/253477.jpg
12016,character,"Royal, Dominique",https://cdn.myanimelist.net/images/characters/15/254405.jpg
12017,character,Tavege,https://cdn.myanimelist.net/images/characters/10/253355.jpg
12018,character,Zeek,https://cdn.myanimelist.net/images/characters/10/254993.jpg
12019,voice_actor,"Komiyama, Kiyoshi",https://cdn.myanimelist.net/images/voiceactors/1/27189.jpg
12020,staff,"Ooga, Shunji",
12021,staff,"Oga, Hideyoshi",
12022,producer,Wit Studio,
12023,character,"Li, Changshou",https://cdn.myanimelist.net/images/characters/3/612974.jpg
